index;dia;mes;ano; valor ;index;mes;ano;valor
1242;5;1;2018; 17.116,64 ;;;;
1243;6;1;2018; 20.884,35 ;;;;
1244;7;1;2018; 18.162,40 ;;;;
1245;8;1;2018; 13.616,81 ;;;;
1246;9;1;2018; 14.108,35 ;;;;
1247;10;1;2018; 11.842,31 ;;;;
1248;11;1;2018; 13.975,11 ;;;;
1249;12;1;2018; 15.369,10 ;;;;
1250;13;1;2018; 20.002,50 ;;;;
1251;14;1;2018; 18.183,30 ;;;;
1252;15;1;2018; 11.117,41 ;;;;
1253;16;1;2018; 12.429,10 ;;;;
1254;17;1;2018; 12.923,51 ;;;;
1255;18;1;2018; 12.884,85 ;;;;
1256;19;1;2018; 14.362,75 ;;;;
1257;20;1;2018; 19.577,20 ;;;;
1258;21;1;2018; 16.657,45 ;;;;
1259;22;1;2018; 10.981,81 ;;;;
1260;23;1;2018; 10.778,10 ;;;;
1261;24;1;2018; 10.364,40 ;;;;
1262;25;1;2018; 11.156,66 ;;;;
1263;26;1;2018; 11.736,23 ;;;;
1264;27;1;2018; 19.360,05 ;;;;
1265;28;1;2018; 16.672,20 ;;;;
1266;29;1;2018; 9.782,25 ;;;;
1267;30;1;2018; 9.317,90 ;;;;
1268;31;1;2018; 10.174,46 ;;;;
1269;1;2;2018; 11.598,84 ;;;;
1270;2;2;2018; 13.550,81 ;;;;
1271;3;2;2018; 17.761,57 ;;;;
1272;4;2;2018; 15.787,85 ;;;;
1273;5;2;2018; 10.752,80 ;;;;
1274;6;2;2018; 10.730,40 ;;;;
1275;7;2;2018; 10.567,00 ;;;;
1276;8;2;2018; 11.285,01 ;;;;
1277;9;2;2018; 12.721,60 ;;;;
1278;10;2;2018; 16.542,85 ;;;;
1279;11;2;2018; 9.935,90 ;;;;
1280;12;2;2018; 13.763,95 ;;;;
1281;13;2;2018; 8.573,90 ;;;;
1282;14;2;2018; 12.927,25 ;;;;
1283;15;2;2018; 10.155,45 ;;;;
1284;16;2;2018; 12.564,25 ;;;;
1285;17;2;2018; 19.470,10 ;;;;
1286;18;2;2018; 15.702,75 ;;;;
1287;19;2;2018; 9.865,96 ;;;;
1288;20;2;2018; 9.603,09 ;;;;
1289;21;2;2018; 9.447,75 ;;;;
1290;22;2;2018; 10.664,75 ;;;;
1291;23;2;2018; 12.252,30 ;;;;
1292;24;2;2018; 17.701,15 ;;;;
1293;25;2;2018; 15.682,10 ;;;;
1294;26;2;2018; 9.593,19 ;;;;
1295;27;2;2018; 8.703,35 ;;;;
1296;28;2;2018; 10.337,45 ;;;;
1297;1;3;2018; 11.079,30 ;;;;
1298;2;3;2018; 12.852,15 ;;;;
1299;3;3;2018; 18.337,90 ;;;;
1300;4;3;2018; 16.138,03 ;;;;
1301;5;3;2018; 10.390,20 ;;;;
1302;6;3;2018; 9.730,93 ;;;;
1303;7;3;2018; 10.099,92 ;;;;
1304;8;3;2018; 11.687,90 ;;;;
1305;9;3;2018; 12.873,10 ;;;;
1306;10;3;2018; 19.571,55 ;;;;
1307;11;3;2018; 17.139,95 ;;;;
1308;12;3;2018; 9.106,15 ;;;;
1309;13;3;2018; 9.856,60 ;;;;
1310;14;3;2018; 9.701,10 ;;;;
1311;15;3;2018; 9.958,65 ;;;;
1312;16;3;2018; 12.161,80 ;;;;
1313;17;3;2018; 16.581,10 ;;;;
1314;18;3;2018; 14.865,10 ;;;;
1315;19;3;2018; 15.114,40 ;;;;
1316;20;3;2018; 9.211,20 ;;;;
1317;21;3;2018; 8.234,10 ;;;;
1318;22;3;2018; 9.953,20 ;;;;
1319;23;3;2018; 11.565,51 ;;;;
1320;24;3;2018; 15.963,72 ;;;;
1321;25;3;2018; 15.341,32 ;;;;
1322;26;3;2018; 9.103,70 ;;;;
1323;27;3;2018; 8.368,10 ;;;;
1324;28;3;2018; 10.754,40 ;;;;
1325;29;3;2018; 12.976,50 ;;;;
1326;30;3;2018; 4.339,81 ;;;;
1327;31;3;2018; 19.608,70 ;;;;
1328;1;4;2018; 13.004,70 ;;;;
1329;2;4;2018; 8.196,40 ;;;;
1330;3;4;2018; 10.955,30 ;;;;
1331;4;4;2018; 9.633,70 ;;;;
1332;5;4;2018; 9.908,30 ;;;;
1333;6;4;2018; 12.220,40 ;;;;
1334;7;4;2018; 17.911,80 ;;;;
1335;8;4;2018; 15.807,15 ;;;;
1336;9;4;2018; 8.449,30 ;;;;
1337;10;4;2018; 10.531,24 ;;;;
1338;11;4;2018; 9.362,60 ;;;;
1339;12;4;2018; 10.214,55 ;;;;
1340;13;4;2018; 12.244,30 ;;;;
1341;14;4;2018; 18.435,10 ;;;;
1342;15;4;2018; 17.624,42 ;;;;
1343;16;4;2018; 9.696,52 ;;;;
1344;17;4;2018; 9.959,40 ;;;;
1345;18;4;2018; 9.748,21 ;;;;
1346;19;4;2018; 11.638,53 ;;;;
1347;20;4;2018; 14.351,60 ;;;;
1348;21;4;2018; 19.156,54 ;;;;
1349;22;4;2018; 16.430,80 ;;;;
1350;23;4;2018; 9.444,00 ;;;;
1351;24;4;2018; 8.866,30 ;;;;
1352;25;4;2018; 10.066,80 ;;;;
1353;26;4;2018; 10.833,42 ;;;;
1354;27;4;2018; 14.501,20 ;;;;
1355;28;4;2018; 20.123,80 ;;;;
1356;29;4;2018; 18.866,90 ;;;;
1357;30;4;2018; 15.090,10 ;;;;
1358;1;5;2018; 10.735,90 ;;;;
1359;2;5;2018; 10.201,30 ;;;;
1360;3;5;2018; 10.797,61 ;;;;
1361;4;5;2018; 14.531,42 ;;;;
1362;5;5;2018; 20.445,91 ;;;;
1363;6;5;2018; 17.524,50 ;;;;
1364;7;5;2018; 11.294,50 ;;;;
1365;8;5;2018; 10.478,40 ;;;;
1366;9;5;2018; 10.858,30 ;;;;
1367;10;5;2018; 12.068,40 ;;;;
1368;11;5;2018; 15.848,52 ;;;;
1369;12;5;2018; 22.204,21 ;;;;
1370;13;5;2018; 18.930,61 ;;;;
1371;14;5;2018; 9.997,05 ;;;;
1372;15;5;2018; 10.761,70 ;;;;
1373;16;5;2018; 10.113,71 ;;;;
1374;17;5;2018; 11.635,81 ;;;;
1375;18;5;2018; 14.560,31 ;;;;
1376;19;5;2018; 19.970,60 ;;;;
1377;20;5;2018; 18.806,62 ;;;;
1378;21;5;2018; 11.266,03 ;;;;
1379;22;5;2018; 10.964,10 ;;;;
1380;23;5;2018; 10.286,70 ;;;;
1381;24;5;2018; 12.677,60 ;;;;
1382;25;5;2018; 12.789,80 ;;;;
1383;26;5;2018; 15.697,00 ;;;;
1384;27;5;2018; 15.892,32 ;;;;
1385;28;5;2018; 9.315,70 ;;;;
1386;29;5;2018; 10.213,10 ;;;;
1387;30;5;2018; 11.038,90 ;;;;
1388;31;5;2018; 16.762,90 ;;;;
1389;1;6;2018; 13.932,39 ;;;;
1390;2;6;2018; 16.405,00 ;;;;
1391;3;6;2018; 14.816,41 ;;;;
1392;4;6;2018; 10.316,40 ;;;;
1393;5;6;2018; 11.134,02 ;;;;
1394;6;6;2018; 10.041,60 ;;;;
1395;7;6;2018; 10.927,50 ;;;;
1396;8;6;2018; 14.583,00 ;;;;
1397;9;6;2018; 20.330,61 ;;;;
1398;10;6;2018; 15.174,61 ;;;;
1399;11;6;2018; 10.394,51 ;;;;
1400;12;6;2018; 15.461,72 ;;;;
1401;13;6;2018; 11.308,51 ;;;;
1402;14;6;2018; 10.756,62 ;;;;
1403;15;6;2018; 13.961,11 ;;;;
1404;16;6;2018; 16.852,91 ;;;;
1405;17;6;2018; 7.283,81 ;;;;
1406;18;6;2018; 11.253,70 ;;;;
1407;19;6;2018; 10.282,72 ;;;;
1408;20;6;2018; 10.461,12 ;;;;
1409;21;6;2018; 11.599,61 ;;;;
1410;22;6;2018; 9.967,11 ;;;;
1411;23;6;2018; 15.659,80 ;;;;
1412;24;6;2018; 16.896,01 ;;;;
1413;25;6;2018; 10.217,00 ;;;;
1414;26;6;2018; 9.470,35 ;;;;
1415;27;6;2018; 6.632,20 ;;;;
1416;28;6;2018; 11.077,40 ;;;;
1417;29;6;2018; 13.579,53 ;;;;
1418;30;6;2018; 18.605,80 ;;;;
1419;1;7;2018; 16.673,61 ;;;;
1420;2;7;2018; 9.747,30 ;;;;
1421;3;7;2018; 12.069,00 ;;;;
1422;4;7;2018; 12.058,02 ;;;;
1423;5;7;2018; 13.604,38 ;;;;
1424;6;7;2018; 10.515,85 ;;;;
1425;7;7;2018; 23.567,00 ;;;;
1426;8;7;2018; 20.781,00 ;;;;
1427;9;7;2018; 14.602,00 ;;;;
1428;10;7;2018; 15.957,52 ;;;;
1429;11;7;2018; 12.269,80 ;;;;
1430;12;7;2018; 14.953,80 ;;;;
1431;13;7;2018; 13.921,25 ;;;;
1432;14;7;2018; 19.563,00 ;;;;
1433;15;7;2018; 15.983,01 ;;;;
1434;16;7;2018; 13.752,80 ;;;;
1435;17;7;2018; 14.029,60 ;;;;
1436;18;7;2018; 13.063,00 ;;;;
1437;19;7;2018; 14.447,80 ;;;;
1438;20;7;2018; 16.653,90 ;;;;
1439;21;7;2018; 19.810,00 ;;;;
1440;22;7;2018; 18.983,30 ;;;;
1441;23;7;2018; 13.498,01 ;;;;
1442;24;7;2018; 14.468,60 ;;;;
1443;25;7;2018; 14.282,33 ;;;;
1444;26;7;2018; 16.314,80 ;;;;
1445;27;7;2018; 16.831,10 ;;;;
1446;28;7;2018; 22.091,90 ;;;;
1447;29;7;2018; 18.774,20 ;;;;
1448;30;7;2018; 14.157,50 ;;;;
1449;31;7;2018; 14.770,40 ;;;;
1450;1;8;2018; 12.258,51 ;;;;
1451;2;8;2018; 11.310,96 ;;;;
1452;3;8;2018; 15.903,50 ;;;;
1453;4;8;2018; 19.387,70 ;;;;
1454;5;8;2018; 18.747,81 ;;;;
1455;6;8;2018; 12.525,10 ;;;;
1456;7;8;2018; 11.588,00 ;;;;
1457;8;8;2018; 11.992,30 ;;;;
1458;9;8;2018; 14.479,10 ;;;;
1459;10;8;2018; 15.506,71 ;;;;
1460;11;8;2018; 19.751,90 ;;;;
1461;12;8;2018; 19.756,20 ;;;;
1462;13;8;2018; 11.097,45 ;;;;
1463;14;8;2018; 12.370,71 ;;;;
1464;15;8;2018; 16.490,30 ;;;;
1465;16;8;2018; 12.412,00 ;;;;
1466;17;8;2018; 14.275,60 ;;;;
1467;18;8;2018; 18.996,51 ;;;;
1468;19;8;2018; 18.591,20 ;;;;
1469;20;8;2018; 11.049,52 ;;;;
1470;21;8;2018; 10.576,80 ;;;;
1471;22;8;2018; 9.534,81 ;;;;
1472;23;8;2018; 11.137,62 ;;;;
1473;24;8;2018; 13.600,70 ;;;;
1474;25;8;2018; 18.774,70 ;;;;
1475;26;8;2018; 16.372,12 ;;;;
1476;27;8;2018; 9.581,50 ;;;;
1477;28;8;2018; 10.427,50 ;;;;
1478;29;8;2018; 11.621,90 ;;;;
1479;30;8;2018; 9.721,63 ;;;;
1480;31;8;2018; 14.467,80 ;;;;
1481;1;9;2018; 19.010,11 ;;;;
1482;2;9;2018; 17.179,90 ;;;;
1483;3;9;2018; 10.797,12 ;;;;
1484;4;9;2018; 11.096,00 ;;;;
1485;5;9;2018; 11.649,11 ;;;;
1486;6;9;2018; 13.140,39 ;;;;
1487;7;9;2018; 12.238,21 ;;;;
1488;8;9;2018; 21.408,61 ;;;;
1489;9;9;2018; 17.517,83 ;;;;
1490;10;9;2018; 12.605,60 ;;;;
1491;11;9;2018; 10.861,70 ;;;;
1492;12;9;2018; 11.278,90 ;;;;
1493;13;9;2018; 11.437,40 ;;;;
1494;14;9;2018; 13.865,62 ;;;;
1495;15;9;2018; 19.112,60 ;;;;
1496;16;9;2018; 18.606,52 ;;;;
1497;17;9;2018; 11.022,24 ;;;;
1498;18;9;2018; 11.391,31 ;;;;
1499;19;9;2018; 11.936,17 ;;;;
1500;20;9;2018; 11.509,50 ;;;;
1501;21;9;2018; 15.787,82 ;;;;
1502;22;9;2018; 20.884,82 ;;;;
1503;23;9;2018; 22.527,92 ;;;;
1504;24;9;2018; 8.306,40 ;;;;
1505;25;9;2018; 12.334,61 ;;;;
1506;26;9;2018; 12.532,11 ;;;;
1507;27;9;2018; 11.802,44 ;;;;
1508;28;9;2018; 15.858,01 ;;;;
1509;29;9;2018; 21.515,21 ;;;;
1510;30;9;2018; 19.539,03 ;;;;
1511;1;10;2018; 11.574,30 ;;;;
1512;2;10;2018; 11.745,41 ;;;;
1513;3;10;2018; 12.396,01 ;;;;
1514;4;10;2018; 12.038,50 ;;;;
1515;5;10;2018; 16.057,87 ;;;;
1516;6;10;2018; 22.377,21 ;;;;
1517;7;10;2018; 11.441,12 ;;;;
1518;8;10;2018; 11.824,10 ;;;;
1519;9;10;2018; 11.556,20 ;;;;
1520;10;10;2018; 12.886,30 ;;;;
1521;11;10;2018; 15.108,10 ;;;;
1522;12;10;2018; 27.351,50 ;;;;
1523;13;10;2018; 21.690,79 ;;;;
1524;14;10;2018; 19.021,30 ;;;;
1525;15;10;2018; 14.308,51 ;;;;
1526;16;10;2018; 11.457,80 ;;;;
1527;17;10;2018; 12.105,70 ;;;;
1528;18;10;2018; 12.937,21 ;;;;
1529;19;10;2018; 17.693,20 ;;;;
1530;20;10;2018; 21.980,21 ;;;;
1531;21;10;2018; 21.986,70 ;;;;
1532;22;10;2018; 11.776,42 ;;;;
1533;23;10;2018; 11.584,40 ;;;;
1534;24;10;2018; 11.568,62 ;;;;
1535;25;10;2018; 11.768,90 ;;;;
1536;26;10;2018; 14.266,50 ;;;;
1537;27;10;2018; 19.315,50 ;;;;
1538;28;10;2018; 12.903,71 ;;;;
1539;29;10;2018; 11.071,90 ;;;;
1540;30;10;2018; 11.205,80 ;;;;
1541;31;10;2018; 12.025,80 ;;;;
